12.9227876,77.6698698
12.9247796,77.6743673
12.9304474,77.6857378
12.9330620,77.6886130
12.9488458,77.6993624
12.9530603,77.7001767
12.9323769,77.7079850
12.9201630,77.6661563
12.9199759,77.6665738
12.9169531,77.6732042
12.9162160,77.6736479
12.9138768,77.6778140
12.9131796,77.6794280
12.9110127,77.6837406
12.9209256,77.6655498
12.9230064,77.6653203
12.9231325,77.6679374
12.9230352,77.6668244
12.9230645,77.6663961
12.9231305,77.6651662
12.9231591,77.6640737
12.9231844,77.6635432
12.9231170,77.6630484
12.9230102,77.6623099
12.9264660,77.6654429
12.9242840,77.6654026
12.9238926,77.6648748
12.9238894,77.6653798
12.9237910,77.6660255
12.9242452,77.6660096
12.9243744,77.6660605
12.9247354,77.6644689
12.9247244,77.6653622
12.9250801,77.6648272
12.9247334,77.6648267
12.9242770,77.6648272
12.9245318,77.6644185
12.9252005,77.6644362
12.9251704,77.6654113
12.9252454,77.6662162
12.9252619,77.6654139
12.9256279,77.6654273
12.9256327,77.6645183
12.9259934,77.6648992
12.9256293,77.6648984
12.9252805,77.6648992
12.9248479,77.6654120
12.9248586,77.6660089
12.9252340,77.6657464
12.9248567,77.6657571
12.9243588,77.6657561
12.9243634,77.6654015
12.9243588,77.6659506
12.9256047,77.6661354
12.9257956,77.6658770
12.9256136,77.6658734
12.9253725,77.6658673
12.9188802,77.6687125
12.9134586,77.6664429
12.9101819,77.6630753
12.9098787,77.6629412
12.9097723,77.6630526
12.9097017,77.6633047
12.9096623,77.6635218
12.9096037,77.6636979
12.9095035,77.6638369
12.9093286,77.6638745
12.9090676,77.6638305
12.9088908,77.6637956
12.9070304,77.6635171
12.9064706,77.6633950
12.9057909,77.6630984
12.9049629,77.6625422
12.9044685,77.6622703
12.9040730,77.6621591
12.9036899,77.6620355
12.9035169,77.6618996
12.9030226,77.6613311
12.9024911,77.6607997
12.9022069,77.6606266
12.9018361,77.6605154
12.9015024,77.6604165
12.9012676,77.6602930
12.9010699,77.6600705
12.9004568,77.6598792
12.9003372,77.6597728
12.8999782,77.6594139
12.8993002,77.6591347
12.8991723,77.6587875
12.8990875,77.6586428
12.8982584,77.6582951
12.8978911,77.6582440
12.8971333,77.6584301
12.8969472,77.6584168
12.8961096,77.6580977
12.8957341,77.6578901
12.8946920,77.6574381
12.9140784,77.6667299
12.9134696,77.6661168
12.9133859,77.6650696
12.9126452,77.6656164
12.9099846,77.6629161
12.9095828,77.6639668
12.9088264,77.6644772
12.9260271,77.6762307
12.9212395,77.6666129
12.9221708,77.6630407
12.9034214,77.6617858
12.9017296,77.6594541
12.9017231,77.6604948
12.9016035,77.6607258
12.8992247,77.6589959
12.8988180,77.6584950
12.8968376,77.6583850
12.8940832,77.6570497
12.9139371,77.6776326
12.9136243,77.6776214
12.9134965,77.6771701
12.9132568,77.6769552
12.9127637,77.6767526
12.9123687,77.6766597
12.9109545,77.6765593
12.9104057,77.6766146
12.9103293,77.6766013
12.9096967,77.6762368
12.9096079,77.6762126
12.9094404,77.6762327
12.9090941,77.6764326
12.9076071,77.6757427
12.9074751,77.6757006
12.9057964,77.6757120
12.9050914,77.6760299
12.8977062,77.6754481
12.8928908,77.6737831
12.8907152,77.6734144
12.8863586,77.6724875
12.8810380,77.6722392
12.8800669,77.6721470
12.8757650,77.6713585
12.9221168,77.6618080
12.9210644,77.6658869
12.9230232,77.6640856
12.9236947,77.6640268
12.9121788,77.6651425
12.9064528,77.6637348
12.8977259,77.6582650
12.8966658,77.6583105
12.9195444,77.6702374
12.9205698,77.6707212
12.9212050,77.6711093
12.9213817,77.6713259
12.9215314,77.6717076
12.9216222,77.6717838
12.9222072,77.6720149
12.9040129,77.6759269
12.8988963,77.6754572
12.8988765,77.6750137
12.8989242,77.6760323
12.8957180,77.6747857
12.8885061,77.6729696
12.9460700,77.6490867
12.9229032,77.6734760
12.9226394,77.6756946
12.9306013,77.6758188
12.9304035,77.6759432
12.9303816,77.6759706
12.9303496,77.6761242
12.9300138,77.6762316
12.9296813,77.6763895
12.9295275,77.6764260
12.9291628,77.6764783
12.9290674,77.6764864
12.9286845,77.6765162
12.9280487,77.6765419
12.9276806,77.6765162
12.9300291,77.6764347
12.9301160,77.6779417
12.9304520,77.6785911
12.9306959,77.6785158
12.9308488,77.6781782
12.9309261,77.6779035
12.9314018,77.6772769
12.9316703,77.6769273
12.9318783,77.6768008
12.9319980,77.6767643
12.9324323,77.6768736
12.9326339,77.6767729
12.9328177,77.6768109
12.9329969,77.6769095
12.9331223,77.6769453
12.9334091,77.6769453
12.9344935,77.6767955
12.9354835,77.6765567
12.9358456,77.6766682
12.9363076,77.6769911
12.9374584,77.6772003
12.9379952,77.6773267
12.9384433,77.6775867
12.9388206,77.6777352
12.9391526,77.6780675
12.9393741,77.6781905
12.9401245,77.6785696
12.9405967,77.6786887
12.9421278,77.6794384
12.9424098,77.6794652
12.9428940,77.6798015
12.9439097,77.6804180
12.9442997,77.6802723
12.9085357,77.6957241
12.9088887,77.6961774
12.9095109,77.6967862
12.9109019,77.6978475
12.9115606,77.6982105
12.9124521,77.6984626
12.9139059,77.6986200
12.9142612,77.6986450
12.9153819,77.6986763
12.9155432,77.6986978
12.9153514,77.6992607
12.9149437,77.7003980
12.9144716,77.7016425
12.9144219,77.7017525
12.9146218,77.7018142
12.9151658,77.7022034
12.9151909,77.7029244
12.9151658,77.7033192
12.9157765,77.7038599
12.9162618,77.7042290
12.9166131,77.7045981
12.9168641,77.7048298
12.9176474,77.7048612
12.9180980,77.7049041
12.9182267,77.7049255
12.9186042,77.7050530
12.9189556,77.7051560
12.9192149,77.7052590
12.9191709,77.7053762
12.9190636,77.7053976
12.9189992,77.7053762
12.9186559,77.7053762
12.9181838,77.7053332
12.9171753,77.7052045
12.9168534,77.7052474
12.9168963,77.7053118
12.9172611,77.7056337
12.9185271,77.7068353
12.9190850,77.7072001
12.9199433,77.7081657
12.9208875,77.7088952
12.9214239,77.7092171
12.9215741,77.7092600
12.9220891,77.7096248
12.9222608,77.7097321
12.9223251,77.7096677
12.9222393,77.7099681
12.9222608,77.7106118
12.9221535,77.7120066
12.9220247,77.7124572
12.9219174,77.7124357
12.9216170,77.7125430
12.9215527,77.7126074
12.9214883,77.7129722
12.9212093,77.7131224
12.9204154,77.7132082
12.9199862,77.7132940
12.9197717,77.7131009
12.9195786,77.7126074
12.9194498,77.7117705
12.9193425,77.7116418
12.9190850,77.7114058
12.9188490,77.7113199
12.9188061,77.7112985
12.9187846,77.7112556
12.9184198,77.7113199
12.9177117,77.7114487
12.9175186,77.7114916
12.9171830,77.7115451
12.9169320,77.7118369
12.9160166,77.7118135
12.9151166,77.7118455
12.9146481,77.7119056
12.9144716,77.7119637
12.9145561,77.7123090
12.9145870,77.7123992
12.9143214,77.7124786
12.9138708,77.7125430
